,acc,bal_acc,igr,micro_roc_auc,micro_AP
0,0.6178861788617886,0.6366350232119801,0.1966336641106763,0.8147716306431357,0.6639765849327349
1,0.6276422764227643,0.6495690310632762,0.2203396778429689,0.8235415427325006,0.676865109684965
2,0.6439024390243903,0.6521332453864193,0.2202091739502817,0.8206147134642079,0.6545676061972102
3,0.6325203252032521,0.6382450910027789,0.2066578676641503,0.8283389516821997,0.6767962087228135
4,0.6471544715447154,0.6730293547040461,0.2338177772200814,0.8409571022539494,0.7010244067809872
5,0.6325203252032521,0.6536300863681315,0.2160453829903857,0.8248331019895565,0.6741336881339941
6,0.6260162601626016,0.6393859794409559,0.2132185860512024,0.829092471412519,0.6805229269715596
7,0.6471544715447154,0.6524305989397942,0.2126173491543093,0.834631502412585,0.6901077850649113
8,0.6260162601626016,0.6492869810478274,0.2213438194917208,0.8232864035957433,0.6677087571007939
9,0.6390243902439025,0.6651927809918435,0.2427695892533496,0.8321541410536056,0.6773089131583016
